食 品 群,食 品 番 号,索 引 番 号,可  食  部   100  g  当  た  り,,,,,可  食  部   100  g  当  た  り,,備  考
01,01127,0184,そば そば 生,(0),6.0,160,18,(0),0,"別名： そば切り
小麦製品を原材料に含む
原材料配合割合： 小麦粉65、そば粉35
食物繊維：AOAC2011.25法"
01,01128,0185,そば そば ゆで,(0),2.9,34,9,(0),0,"別名： そば切り
原材料配合割合： 小麦粉65、そば粉35
食物繊維：AOAC2011.25法"
01,01197,0186,そば そば 半生そば,(0),6.9,(190),(20),(0),0,食物繊維：AOAC2011.25法
01,01129,0187,そば 干しそば 乾,(0),3.7,260,24,(0),2.2,原材料配合割合： 小麦粉65、そば粉35
01,01130,0188,そば 干しそば ゆで,(0),1.5,13,12,(0),0.1,
01,01131,0189,とうもろこし 玄穀 黄色種,(0),9.0,290,5,(0),0,別名： とうきび
01,01162,0190,とうもろこし 玄穀 白色種,(0),9.0,290,5,(0),0,別名： とうきび
01,01132,0191,とうもろこし コーンミール 黄色種,(0),8.0,220,5,(0),0,"別名： とうきび
歩留り： 75～80 %"
01,01163,0192,とうもろこし コーンミール 白色種,(0),8.0,220,5,(0),0,"別名： とうきび
歩留り： 75～80 %"
01,01133,0193,とうもろこし コーングリッツ 黄色種,(0),2.4,160,2,(0),0,"別名： とうきび
歩留り： 44～55 %"
01,01164,0194,とうもろこし コーングリッツ 白色種,(0),2.4,160,2,(0),0,"別名： とうきび
歩留り： 44～55 %"
01,01134,0195,とうもろこし コーンフラワー 黄色種,(0),1.7,200,3,(0),0,"別名： とうきび
歩留り： 4～12 %"
01,01165,0196,とうもろこし コーンフラワー 白色種,(0),1.7,200,3,(0),0,"別名： とうきび
歩留り： 4～12 %"
01,01135,0197,とうもろこし ジャイアントコーン フライ 味付け,(0),10.5,110,8,(0),1.1,別名： とうきび
01,01136,0198,とうもろこし ポップコーン,(0),9.3,300,7,(0),1.4,別名： とうきび
01,01137,0199,とうもろこし コーンフレーク,(0),2.4,95,1,(0),2.1,別名： とうきび
01,01138,0200,はとむぎ 精白粒,(0),0.6,85,6,(0),0,歩留り： 42～45 %
01,01139,0201,ひえ 精白粒,(0),4.3,240,7,0,0,歩留り： 55～60 %
01,01140,0202,もろこし 玄穀,(0),9.7,590,16,(0),0,別名： こうりゃん、ソルガム、たかきび、マイロ
01,01141,0203,もろこし 精白粒,(0),4.4,410,14,(0),0,"別名： こうりゃん、ソルガム、たかきび、マイロ
歩留り： 70～80 %"
01,01142,0204,ライむぎ 全粒粉,(0),13.3,400,31,0,0,別名：黒麦（くろむぎ）
01,01143,0205,ライむぎ ライ麦粉,(0),12.9,140,25,(0),0,"別名:黒麦（くろむぎ）
歩留り： 65～75 %"
02,02068,0206,＜いも類＞ アメリカほどいも 塊根 生,-,11.1,650,73,15,0,"別名： アピオス
廃棄部位： 表層及び両端
食物繊維：AOAC2011.25法"
02,02069,0207,＜いも類＞ アメリカほどいも 塊根 ゆで,-,8.4,650,78,9,0,"別名： アピオス
廃棄部位： 表皮、剥皮の際に表皮に付着する表層及び両端
食物繊維：AOAC2011.25法"
02,02001,0208,＜いも類＞ きくいも 塊茎 生,(0),1.9,610,14,10,0,廃棄部位： 表層
02,02041,0209,＜いも類＞ きくいも 塊茎 水煮,(0),2.1,470,13,6,0,
02,02002,0210,＜いも類＞ こんにゃく 精粉,(0),79.9,3000,57,(0),0,こんにゃく製品の原料
02,02003,0211,＜いも類＞ こんにゃく 板こんにゃく 精粉こんにゃく,(0),2.2,33,43,(0),0,突きこんにゃく、玉こんにゃくを含む
02,02004,0212,＜いも類＞ こんにゃく 板こんにゃく 生いもこんにゃく,(0),3.0,44,68,0,0,突きこんにゃく、玉こんにゃくを含む
02,02042,0213,＜いも類＞ こんにゃく 赤こんにゃく,(0),2.3,48,46,(0),0,三酸化二鉄を加え、赤色に着色したもの
02,02043,0214,＜いも類＞ こんにゃく 凍みこんにゃく 乾,(0),71.3,950,1600,0,0.1,
02,02044,0215,＜いも類＞ こんにゃく 凍みこんにゃく ゆで,(0),15.5,210,340,0,0,水戻し後、ゆでたもの
02,02005,0216,＜いも類＞ こんにゃく しらたき,(0),2.9,12,75,(0),0,別名： 糸こんにゃく
02,02045,0217,＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 生,(0),2.8,380,40,25,0.1,"別名： かんしょ（甘藷）
廃棄部位： 両端"
02,02046,0218,＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 蒸し,(0),3.8,390,40,20,0.1,"別名： かんしょ（甘藷）
廃棄部位： 両端"
02,02047,0219,＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 天ぷら,-,3.1,380,51,21,0.1,"別名： かんしょ（甘藷）
調理による脂質の増減：第1章表13参照"
02,02006,0220,＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生,(0),2.2,480,36,29,0,"別名： かんしょ（甘藷）
廃棄部位： 表層及び両端（表皮の割合： 2 %）"
02,02007,0221,＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 蒸し,(0),2.3,480,36,29,0,"別名： かんしょ（甘藷）
廃棄部位： 表皮及び両端"
02,02008,0222,＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 焼き,(0),4.5,500,23,13,0,"別名： かんしょ（甘藷）、石焼き芋
廃棄部位： 表層
食物繊維：AOAC2011.25法"
02,02009,0223,＜いも類＞ （さつまいも類） さつまいも 蒸し切干,(0),8.2,980,53,10,0,"別名： かんしょ（甘藷）、乾燥いも、干しいも
食物繊維：AOAC2011.25法"
02,02048,0224,＜いも類＞ （さつまいも類） むらさきいも 塊根 皮なし 生,(0),2.5,370,24,29,0.1,"別名： かんしょ（甘藷）
廃棄部位： 表層及び両端"
02,02049,0225,＜いも類＞ （さつまいも類） むらさきいも 塊根 皮なし 蒸し,(0),3.0,420,34,24,0.1,"別名： かんしょ（甘藷）
廃棄部位： 表皮及び両端"
02,02010,0226,＜いも類＞ （さといも類） さといも 球茎 生,(0),2.3,640,10,6,0,廃棄部位： 表層
02,02011,0227,＜いも類＞ （さといも類） さといも 球茎 水煮,(0),2.4,560,14,5,0,
02,02012,0228,＜いも類＞ （さといも類） さといも 球茎 冷凍,(0),8.7,340,20,5,0,食物繊維：AOAC2011.25法
02,02050,0229,＜いも類＞ （さといも類） セレベス 球茎 生,(0),2.3,660,18,6,0,"別名： あかめいも
廃棄部位： 表層"
02,02051,0230,＜いも類＞ （さといも類） セレベス 球茎 水煮,(0),2.2,510,17,4,0,別名： あかめいも
02,02052,0231,＜いも類＞ （さといも類） たけのこいも 球茎 生,(0),2.8,520,39,6,0,"別名： 京いも
廃棄部位： 表層"
02,02053,0232,＜いも類＞ （さといも類） たけのこいも 球茎 水煮,(0),2.4,410,37,4,0,別名： 京いも
02,02013,0233,＜いも類＞ （さといも類） みずいも 球茎 生,(0),2.2,290,46,7,0,"別名： 田芋
廃棄部位： 表層及び両端"
02,02014,0234,＜いも類＞ （さといも類） みずいも 球茎 水煮,(0),2.5,270,79,4,0,別名： 田芋
02,02015,0235,＜いも類＞ （さといも類） やつがしら 球茎 生,(0),2.8,630,39,7,0,廃棄部位： 表層
02,02016,0236,＜いも類＞ （さといも類） やつがしら 球茎 水煮,(0),2.8,520,34,5,0,
02,02063,0237,＜いも類＞ じゃがいも 塊茎 皮つき 生,(0),9.8,420,4,28,0,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 損傷部及び芽
食物繊維：AOAC2011.25法"
02,02064,0238,＜いも類＞ じゃがいも 塊茎 皮つき 電子レンジ調理,(0),3.9,430,4,13,0,"別名： ばれいしょ（馬鈴薯）
損傷部及び芽を除いたもの
食物繊維：AOAC2011.25法"
02,02065,0239,＜いも類＞ じゃがいも 塊茎 皮つき フライドポテト （生を揚げたもの）,1,4.3,580,6,16,0,"別名： ばれいしょ（馬鈴薯）
損傷部及び芽を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表13参照
食物繊維：AOAC2011.25法"
02,02017,0240,＜いも類＞ じゃがいも 塊茎 皮なし 生,(0),8.9,410,4,28,0,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表層
食物繊維：AOAC2011.25法"
02,02019,0241,＜いも類＞ じゃがいも 塊茎 皮なし 水煮,(0),3.1,340,4,18,0,"別名： ばれいしょ（馬鈴薯）
表層を除いたもの
食物繊維：AOAC2011.25法"
02,02018,0242,＜いも類＞ じゃがいも 塊茎 皮なし 蒸し,(0),3.5,420,5,11,0,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表皮
食物繊維：AOAC2011.25法"
02,02066,0243,＜いも類＞ じゃがいも 塊茎 皮なし 電子レンジ調理,(0),3.5,430,4,23,0,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表皮
食物繊維：AOAC2011.25法"
02,02067,0244,＜いも類＞ じゃがいも 塊茎 皮なし フライドポテト （生を揚げたもの）,1,3.9,570,5,16,0,"別名： ばれいしょ（馬鈴薯）
表層を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表13参照
食物繊維：AOAC2011.25法"
02,02020,0245,＜いも類＞ じゃがいも 塊茎 皮なし フライドポテト （市販冷凍食品を揚げたもの）,Tr,3.1,660,4,40,0,別名： ばれいしょ（馬鈴薯）
02,02021,0246,＜いも類＞ じゃがいも 乾燥マッシュポテト,(0),6.6,1200,24,5,0.2,"別名： ばれいしょ（馬鈴薯）
酸化防止用としてビタミンC添加品あり"
02,02054,0247,＜いも類＞ ヤーコン 塊根 生,0,1.1,240,11,3,0,廃棄部位： 表層及び両端
02,02055,0248,＜いも類＞ ヤーコン 塊根 水煮,0,1.2,190,11,2,0,
02,02022,0249,＜いも類＞ （やまのいも類） ながいも いちょういも 塊根 生,(0),1.4,590,12,7,0,"別名： やまいも、手いも
廃棄部位： 表層"
02,02023,0250,＜いも類＞ （やまのいも類） ながいも ながいも 塊根 生,(0),1.0,430,17,6,0,"別名： やまいも
廃棄部位： 表層、ひげ根及び切り口"
02,02024,0251,＜いも類＞ （やまのいも類） ながいも ながいも 塊根 水煮,(0),1.4,430,15,4,0,別名： やまいも
02,02025,0252,＜いも類＞ （やまのいも類） ながいも やまといも 塊根 生,(0),2.5,590,16,5,0,"別名： やまいも
伊勢いも、丹波いもを含む
廃棄部位： 表層及びひげ根"
02,02026,0253,＜いも類＞ （やまのいも類） じねんじょ 塊根 生,(0),2.0,550,10,15,0,"別名： やまいも
廃棄部位： 表層及びひげ根"
02,02027,0254,＜いも類＞ （やまのいも類） だいじょ 塊根 生,(0),2.2,490,14,17,0.1,"別名： やまいも、だいしょ
廃棄部位： 表層"
02,02070,0255,＜でん粉・でん粉製品＞ （でん粉類） おおうばゆりでん粉,-,0.8,1,5,0,0,"試料： １番粉
食物繊維： 分析時に加熱処理有り、
AOAC2011.25法"
02,02028,0256,＜でん粉・でん粉製品＞ （でん粉類） キャッサバでん粉,(0),(0),48,28,0,0,別名： タピオカ
02,02029,0257,＜でん粉・でん粉製品＞ （でん粉類） くずでん粉,(0),(0),2,18,(0),0,別名： くず粉
02,02030,0258,＜でん粉・でん粉製品＞ （でん粉類） 米でん粉,(0),(0),2,29,0,0,
02,02031,0259,＜でん粉・でん粉製品＞ （でん粉類） 小麦でん粉,(0),(0),8,14,0,0,
02,02032,0260,＜でん粉・でん粉製品＞ （でん粉類） サゴでん粉,(0),(0),1,7,(0),0,
02,02033,0261,＜でん粉・でん粉製品＞ （でん粉類） さつまいもでん粉,(0),(0),4,50,0,0,別名： かんしょ（甘藷）でん粉
02,02034,0262,＜でん粉・でん粉製品＞ （でん粉類） じゃがいもでん粉,(0),(0),34,10,0,0,"別名： ばれいしょ（馬鈴薯）でん粉、かたくり粉
(100 g：154 mL、100 mL：65 g)"
02,02035,0263,＜でん粉・でん粉製品＞ （でん粉類） とうもろこしでん粉,(0),(0),5,3,0,0,"別名： コーンスターチ
(100 g：200 mL、100 mL：50 g)"
02,02036,0264,＜でん粉・でん粉製品＞ （でん粉製品） くずきり 乾,(0),0.9,3,19,(0),0,
02,02037,0265,＜でん粉・でん粉製品＞ （でん粉製品） くずきり ゆで,(0),0.8,Tr,5,(0),0,
02,02056,0266,＜でん粉・でん粉製品＞ （でん粉製品） ごま豆腐,0,1.0,32,6,0,0,
02,02038,0267,＜でん粉・でん粉製品＞ （でん粉製品） タピオカパール 乾,(0),0.5,12,24,(0),0,
02,02057,0268,＜でん粉・でん粉製品＞ （でん粉製品） タピオカパール ゆで,(0),0.2,1,4,(0),0,
02,02058,0269,＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 生,(0),0.8,3,1,(0),0,
02,02059,0270,＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 乾,(0),1.8,38,6,(0),0.1,
02,02060,0271,＜でん粉・でん粉製品＞ （でん粉製品） でん粉めん 乾 ゆで,(0),0.6,7,1,(0),0,
02,02039,0272,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ 乾,(0),4.1,13,20,(0),0,主原料： 緑豆でん粉
02,02061,0273,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ ゆで,(0),1.5,0,3,(0),0,
02,02040,0274,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ 乾,(0),1.2,14,41,(0),0,主原料： じゃがいもでん粉、さつまいもでん粉
02,02062,0275,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ ゆで,(0),0.8,2,10,(0),0,
03,03001,0276,（砂糖類） 黒砂糖,(0),(0),1100,240,(0),0.1,別名： 黒糖
03,03030,0277,（砂糖類） てんさい含蜜糖,-,8.3,27,Tr,-,0.1,食物繊維：AOAC2011.25法
03,03002,0278,（砂糖類） 和三盆糖,(0),(0),140,27,(0),0,
03,03003,0279,（砂糖類） 車糖 上白糖,(0),(0),2,1,(0),0,"別名： ソフトシュガー
(100 g：154 mL、100 mL：65 g)"
03,03004,0280,（砂糖類） 車糖 三温糖,(0),(0),13,6,(0),0,"別名： ソフトシュガー
(100 g：159 mL、100 mL：63 g)"
03,03005,0281,（砂糖類） ざらめ糖 グラニュー糖,(0),(0),Tr,Tr,(0),0,"別名： ハードシュガー
(100 g：111 mL、100 mL：90 g)"
03,03006,0282,（砂糖類） ざらめ糖 白ざら糖,(0),(0),Tr,0,(0),0,"別名： 上ざら糖
(100 g：100 mL、100 mL：100 g)"
03,03007,0283,（砂糖類） ざらめ糖 中ざら糖,(0),(0),1,Tr,(0),0,別名： 黄ざら糖
03,03008,0284,（砂糖類） 加工糖 角砂糖,(0),(0),Tr,Tr,(0),0,
03,03009,0285,（砂糖類） 加工糖 氷砂糖,(0),(0),Tr,Tr,(0),0,別名： 氷糖
03,03010,0286,（砂糖類） 加工糖 コーヒーシュガー,(0),(0),Tr,1,(0),0,
03,03011,0287,（砂糖類） 加工糖 粉糖,(0),(0),1,Tr,(0),0,"別名： 粉砂糖
か（顆）粒糖を含む
(100 g：257 mL、100 mL：39 g)"
03,03012,0288,（砂糖類） 液糖 しょ糖型液糖,(0),(0),Tr,Tr,(0),0,しょ糖： 67.8 g
03,03013,0289,（砂糖類） 液糖 転化型液糖,(0),(0),Tr,Tr,(0),0,しょ糖： 38.6 g
03,03014,0290,（砂糖類） 氷糖みつ,(0),(0),Tr,Tr,(0),0,しょ糖： 63.3 g
03,03031,0291,（でん粉糖類） 還元麦芽糖,-,0.3,Tr,Tr,-,0,"別名： マルチトール
食物繊維：AOAC2011.25法"
03,03032,0292,（でん粉糖類） 還元水あめ,-,14.0†,Tr,Tr,-,0,"†は規定法による測定値
食物繊維：AOAC2011.25法"
03,03015,0293,（でん粉糖類） 粉あめ,(0),(0),Tr,Tr,(0),0,
03,03024,0294,（でん粉糖類） 水あめ 酵素糖化,(0),(0),0,Tr,(0),0,(100 g：71 mL、100 mL：140 g)
03,03025,0295,（でん粉糖類） 水あめ 酸糖化,(0),(0),0,Tr,(0),0,(100 g：71 mL、100 mL：140 g)
03,03017,0296,（でん粉糖類） ぶどう糖 全糖,(0),(0),Tr,Tr,(0),0,
03,03018,0297,（でん粉糖類） ぶどう糖 含水結晶,(0),(0),Tr,Tr,(0),0,
03,03019,0298,（でん粉糖類） ぶどう糖 無水結晶,(0),(0),Tr,Tr,(0),0,
03,03020,0299,（でん粉糖類） 果糖,(0),(0),Tr,Tr,(0),0,
03,03026,0300,（でん粉糖類） 異性化液糖 ぶどう糖果糖液糖,(0),(0),Tr,Tr,0,0,果糖含有率 50 %未満のもの
03,03027,0301,（でん粉糖類） 異性化液糖 果糖ぶどう糖液糖,(0),(0),Tr,Tr,0,0,果糖含有率 50 %以上 90 %未満のもの
03,03028,0302,（でん粉糖類） 異性化液糖 高果糖液糖,(0),(0),Tr,Tr,0,0,果糖含有率 90 %以上のもの
03,03029,0303,（その他） 黒蜜,0,0,620,140,0,0,(100 g：73 mL、100 mL：138 g)
03,03022,0304,（その他） はちみつ,(0),(0),65,4,0,0,(100 g：71 mL、100 mL：140 g)
03,03033,0304-1,（その他） はちみつ 国産品 ,-,-,23,2,-,0,
03,03023,0305,（その他） メープルシロップ,(0),(0),230,75,(0),0,"別名： かえで糖
(100 g：76 mL、100 mL：132 g)"
04,04001,0306,あずき 全粒 乾,0,24.8,1300,70,2,0,"食物繊維：AOAC2011.25法
(100 g：122 mL、100 mL：82 g)"
04,04002,0307,あずき 全粒 ゆで,(0),8.7,430,27,Tr,0,食物繊維：AOAC2011.25法
04,04003,0308,あずき ゆで小豆缶詰,(0),3.4,160,13,Tr,0.2,"液汁を含む
(100 g：81mL、100 mL：124 g)"
04,04004,0309,あずき あん こし生あん,(0),6.8,60,73,Tr,0,
04,04005,0310,あずき あん さらしあん （乾燥あん）,(0),26.8,170,58,Tr,0,
04,04101,0311,あずき あん こし練りあん （並あん）,(0),(3.9),(35),(42),0,0,"加糖あん
配合割合： こし生あん100、上白糖70、水あめ7"
04,04102,0312,あずき あん こし練りあん （中割りあん）,(0),(3.5),(32),(38),0,0,"加糖あん
配合割合： こし生あん100、上白糖85、水あめ7"
04,04103,0313,あずき あん こし練りあん （もなかあん）,(0),(3.5),(32),(38),0,0,"加糖あん
配合割合： こし生あん100、上白糖100、水あめ7"
04,04111,0313-1,あずき あん つぶし生あん,-,7.9,200,27,0,0,食物繊維：AOAC2011.25法
04,04006,0314,あずき あん つぶし練りあん,0,5.7,160,19,Tr,0.1,"別名：小倉あん
加糖あん"
04,04007,0315,いんげんまめ 全粒 乾,(0),19.6,1400,140,Tr,0,"金時類、白金時類、手亡類、鶉類、大福、虎豆を含む
(100 g：130mL、100 mL：77 g)"
04,04008,0316,いんげんまめ 全粒 ゆで,(0),13.6,410,62,Tr,0,金時類、白金時類、手亡類、鶉類、大福、虎豆を含む
